OBJECTID,GIS_ID,NAME,WEB_URL,EXIT_TO_ST,FEATURECOD,DESCRIPTIO,CAPTUREYEA,LINE,ADDRESS_ID,ADDRESS,Latitude,Longitude,VISITORS
90,mstn_009,DEANWOOD,http://www.wmata.com/rail/station_detail.cfm?station_id=65,NORTH SIDE OF MINNESOTA AVENUE NE AT 48TH STREET NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294858,"4701 POLK STREET NE, WASHINGTON, DC 20019",38.9096277,-76.9398481,5676.0
92,mstn_076,SILVER SPRING,http://www.wmata.com/rail/station_detail.cfm?station_id=31,SE CORNER OF EAST-WEST HWY AND COLESVILE RD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"8400 COLESVILLE ROAD, SILVER SPRING, MD 20910",38.993617,-77.032148,2121.0
93,mstn_012,FARRAGUT NORTH ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=4,NE CORNER OF 17TH STREET NW AND K STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294828,"1705 K STREET NW, WASHINGTON, DC 20036",38.902605,-77.03884214285713,10710.0
97,mstn_036,TENLEYTOWN | AU ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=10,NE CORNER OF ABLEMARLE STREET NW AND WISCONSIN AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294846,"4501 WISCONSIN AVENUE NW, WASHINGTON, DC 20016",38.9480661,-77.0793047,3457.0
98,mstn_010,DUPONT CIRCLE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=6,SE CORNER OF 20TH STREET NW AND Q STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294836,"1525 20TH ST NW, WASHINGTON, DC 20036",38.9097455,-77.0435618,16058.0
99,mstn_040,WOODLEY PARK | ZOO | ADAMS MORGAN ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=7,SW CORNER OF CONNECTICUT AVENUE NW AND WOODLEY STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294827,"2700 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",38.9259503,-77.05337396671666,3987.0
100,mstn_038,VAN NESS | UDC ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=9,SW CORNER OF CONNECTICUT AVENUE AND VEAZEY STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294824,"4200 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",38.94359645,-77.06369537202002,47112.0
102,mstn_075,SHADY GROVE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=18,NE CORNER OF REDLAND RD AND SOMERVILLE DR,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"15903 SOMERVILLE DRIVE, ROCKVILLE, MD 20855",39.1199123,-77.1646588,4569.0
104,mstn_023,MCPHERSON SQUARE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=36,SW CORNER OF 14TH STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294841,"1400 I STREET NW, WASHINGTON, DC 20005",38.9011582,-77.0322458,36956.0
104,mstn_023,MCPHERSON SQUARE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=36,SW CORNER OF 14TH STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294841,"1400 I STREET NW, WASHINGTON, DC 20005",38.9011582,-77.0322458,2004.0
104,mstn_023,MCPHERSON SQUARE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=36,SW CORNER OF 14TH STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294841,"1400 I STREET NW, WASHINGTON, DC 20005",38.9011582,-77.0322458,12028.0
105,mstn_013,FARRAGUT WEST ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=38,NW CORNER OF 18TH STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294819,"900 18TH STREET NW, WASHINGTON, DC 20006",38.9013497,-77.0404456,12968.0
105,mstn_013,FARRAGUT WEST ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=38,NW CORNER OF 18TH STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294819,"900 18TH STREET NW, WASHINGTON, DC 20006",38.9013497,-77.0404456,21855.0
105,mstn_013,FARRAGUT WEST ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=38,NW CORNER OF 18TH STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294819,"900 18TH STREET NW, WASHINGTON, DC 20006",38.9013497,-77.0404456,2903.0
106,mstn_016,FOGGY BOTTOM | GWU ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=40,NW CORNER OF 23RD STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294821,"2301 I STREET NW, WASHINGTON, DC 20037",38.9008731,-77.05035,2670.0
106,mstn_016,FOGGY BOTTOM | GWU ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=40,NW CORNER OF 23RD STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294821,"2301 I STREET NW, WASHINGTON, DC 20037",38.9008731,-77.05035,16853.0
106,mstn_016,FOGGY BOTTOM | GWU ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=40,NW CORNER OF 23RD STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294821,"2301 I STREET NW, WASHINGTON, DC 20037",38.9008731,-77.05035,13458.0
107,mstn_089,WIEHLE | RESTON EAST,http://www.wmata.com/rail/station_detail.cfm?station_id=115,WEST SIDE OF WIEHIE AVE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,,"1858 WIEHLE AVENUE, RESTON, VA 20190",38.950403,-77.335889,12847.0
110,mstn_069,NEW CARROLLTON ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=68,WEST SIDE OF GARDEN CITY DR,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"4201 ELLIN ROAD, NEW CARROLLTON, MD 20784",38.9473711,-76.8802839,12614.0
115,mstn_027,ARCHIVES | NAVY MEM | PENN QUARTER,http://www.wmata.com/rail/station_detail.cfm?station_id=81,NW CORNER OF 7TH STREET NW AND PENNSYLVANIA AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294835,"701 PENNSYLVANIA AVENUE NW, WASHINGTON, DC 20004",38.8936824,-77.0219151,16061.0
115,mstn_027,ARCHIVES | NAVY MEM | PENN QUARTER,http://www.wmata.com/rail/station_detail.cfm?station_id=81,NW CORNER OF 7TH STREET NW AND PENNSYLVANIA AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,294835,"701 PENNSYLVANIA AVENUE NW, WASHINGTON, DC 20004",38.8936824,-77.0219151,3038.0
117,mstn_019,GALLERY PL | CHINATOWN,http://www.wmata.com/rail/station_detail.cfm?station_id=21,SE CORNER OF 7TH STREET NW AND H STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294833,"630 H STREET NW, WASHINGTON, DC 20001",38.8997296122449,-77.02058173469388,21970.0
117,mstn_019,GALLERY PL | CHINATOWN,http://www.wmata.com/rail/station_detail.cfm?station_id=21,SE CORNER OF 7TH STREET NW AND H STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294833,"630 H STREET NW, WASHINGTON, DC 20001",38.8997296122449,-77.02058173469388,31855.0
117,mstn_019,GALLERY PL | CHINATOWN,http://www.wmata.com/rail/station_detail.cfm?station_id=21,SE CORNER OF 7TH STREET NW AND H STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,294833,"630 H STREET NW, WASHINGTON, DC 20001",38.8997296122449,-77.02058173469388,4401.0
118,mstn_019,GALLERY PL | CHINATOWN,http://www.wmata.com/rail/station_detail.cfm?station_id=21,SE CORNER OF 9TH STREET NW AND G STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294833,"625 9TH STREET NW, WASHINGTON, DC 20001",38.89759086638062,-77.02385496080043,26205.0
118,mstn_019,GALLERY PL | CHINATOWN,http://www.wmata.com/rail/station_detail.cfm?station_id=21,SE CORNER OF 9TH STREET NW AND G STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294833,"625 9TH STREET NW, WASHINGTON, DC 20001",38.89759086638062,-77.02385496080043,15110.0
118,mstn_019,GALLERY PL | CHINATOWN,http://www.wmata.com/rail/station_detail.cfm?station_id=21,SE CORNER OF 9TH STREET NW AND G STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,294833,"625 9TH STREET NW, WASHINGTON, DC 20001",38.89759086638062,-77.02385496080043,22752.0
119,mstn_086,WEST HYATTSVILLE,http://www.wmata.com/rail/station_detail.cfm?station_id=77,WEST SIDE OF JAMESTOWN RD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,,"2700 HAMILTON STREET, HYATTSVILLE, MD 20782",38.9552277,-76.96952,66645.0
120,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SE CORNER OF 7TH STREET SW AND MARYLAND AVENUE SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294875,"600 MARYLAND AVENUE SW, WASHINGTON, DC 20024",38.8859248,-77.0211087,7824.0
120,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SE CORNER OF 7TH STREET SW AND MARYLAND AVENUE SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,294875,"600 MARYLAND AVENUE SW, WASHINGTON, DC 20024",38.8859248,-77.0211087,4706.0
120,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SE CORNER OF 7TH STREET SW AND MARYLAND AVENUE SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294875,"600 MARYLAND AVENUE SW, WASHINGTON, DC 20024",38.8859248,-77.0211087,4109.0
120,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SE CORNER OF 7TH STREET SW AND MARYLAND AVENUE SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294875,"600 MARYLAND AVENUE SW, WASHINGTON, DC 20024",38.8859248,-77.0211087,4423.0
120,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SE CORNER OF 7TH STREET SW AND MARYLAND AVENUE SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294875,"600 MARYLAND AVENUE SW, WASHINGTON, DC 20024",38.8859248,-77.0211087,9258.0
121,mstn_041,BETHESDA ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=12,NW CORNER OF MONTGOMERY LN AND MD-355 S,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"7450 WISCONSIN AVENUE, BETHESDA, MD 20814",38.984213,-77.094341,14066.0
122,mstn_073,ROCKVILLE,http://www.wmata.com/rail/station_detail.cfm?station_id=17,SOUTH SIDE OF PARK RD BETWEEN MD-355 N AND S STONESTREET AVE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"399 SOUTH STONESTREET AVENUE, ROCKVILLE, MD 20850",39.08444,-77.144946,13188.0
124,mstn_074,ROSSLYN,http://www.wmata.com/rail/station_detail.cfm?station_id=41,N MOORE ST BETWEEN 19TH ST N AND WILSON BLVD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"1850 NORTH MOORE STREET, ARLINGTON,VA 22209",38.8959791,-77.0709087,10131.0
124,mstn_074,ROSSLYN,http://www.wmata.com/rail/station_detail.cfm?station_id=41,N MOORE ST BETWEEN 19TH ST N AND WILSON BLVD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,,"1850 NORTH MOORE STREET, ARLINGTON,VA 22209",38.8959791,-77.0709087,42782.0
124,mstn_074,ROSSLYN,http://www.wmata.com/rail/station_detail.cfm?station_id=41,N MOORE ST BETWEEN 19TH ST N AND WILSON BLVD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,,"1850 NORTH MOORE STREET, ARLINGTON,VA 22209",38.8959791,-77.0709087,7675.0
127,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SE CORNER OF 9TH STREET SW AND D STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294875,"800 D STREET SW, WASHINGTON, DC 20024",38.88475477435977,-77.0229884470585,16201.0
127,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SE CORNER OF 9TH STREET SW AND D STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,294875,"800 D STREET SW, WASHINGTON, DC 20024",38.88475477435977,-77.0229884470585,7997.0
127,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SE CORNER OF 9TH STREET SW AND D STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294875,"800 D STREET SW, WASHINGTON, DC 20024",38.88475477435977,-77.0229884470585,20421.0
127,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SE CORNER OF 9TH STREET SW AND D STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294875,"800 D STREET SW, WASHINGTON, DC 20024",38.88475477435977,-77.0229884470585,16052.0
127,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SE CORNER OF 9TH STREET SW AND D STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294875,"800 D STREET SW, WASHINGTON, DC 20024",38.88475477435977,-77.0229884470585,9298.0
128,mstn_028,NAVY YARD-BALLPARK,http://www.wmata.com/rail/station_detail.cfm?station_id=84,NW CORNER OF HALF STREET SE AND M STREET SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294869,"200 M STREET SE, WASHINGTON, DC 20003",38.876563,-77.003367,4288.0
130,mstn_032,SHAW | HOWARD UNIV,http://www.wmata.com/rail/station_detail.cfm?station_id=72,R ST NW BETWEEN 7TH ST NW AND 8TH ST NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294838,"1701 8TH STREET NW, WASHINGTON, DC 20001",38.9134707,-77.0219174,6399.0
130,mstn_032,SHAW | HOWARD UNIV,http://www.wmata.com/rail/station_detail.cfm?station_id=72,R ST NW BETWEEN 7TH ST NW AND 8TH ST NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,294838,"1701 8TH STREET NW, WASHINGTON, DC 20001",38.9134707,-77.0219174,23547.0
132,mstn_005,U ST | AFRICAN AMER CIVIL WAR MEM | CARDOZO,http://www.wmata.com/rail/station_detail.cfm?station_id=73,SW CORNER OF U STREET NW AND VERMONT AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294840,"1000 U STREET NW, WASHINGTON, DC 20009",38.9167648,-77.0263015,11891.0
132,mstn_005,U ST | AFRICAN AMER CIVIL WAR MEM | CARDOZO,http://www.wmata.com/rail/station_detail.cfm?station_id=73,SW CORNER OF U STREET NW AND VERMONT AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,294840,"1000 U STREET NW, WASHINGTON, DC 20009",38.9167648,-77.0263015,14701.0
134,mstn_042,BRANCH AVENUE,http://www.wmata.com/rail/station_detail.cfm?station_id=89,WEST SIDE OF OLD SOPER RD BETWEEN AUTH WAY AND CAPITAL GATEWAY DR,,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,,"4704 OLD SOPER ROAD, SUITLAND, MD 20746",38.8268521,-76.9120843,11662.0
137,mstn_058,GREENBELT,http://www.wmata.com/rail/station_detail.cfm?station_id=80,NE CORNER OF 53RD AVE AND LACKAWANNA ST,,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,,"5717 GREENBELT METRO DRIVE, GREENBELT, MD 20740",39.0110565,-76.9112212,14302.0
139,mstn_079,SUITLAND,http://www.wmata.com/rail/station_detail.cfm?station_id=88,NORTH SIDE OF SILVER HILL RD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,,"4500 SILVER HILL ROAD, SUITLAND, MD 20746",38.8444841,-76.9326657,29537.0
140,mstn_066,MEDICAL CENTER,http://www.wmata.com/rail/station_detail.cfm?station_id=13,SW SIDE OF SOUTH DR AND ROCKVILLE PIKE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"8810 ROCKVILLE PIKE, BETHESDA, MD 20814",38.9988498,-77.0968366,28685.0
143,mstn_073,ROCKVILLE,http://www.wmata.com/rail/station_detail.cfm?station_id=17,SOUTH SIDE OF PARK RD BETWEEN MD-355 N AND S STONESTREET AVE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"251 HUNGERFORD DRIVE, ROCKVILLE, MD 20850",39.0841518,-77.1460645,2522.0
144,mstn_037,UNION STATION,http://www.wmata.com/rail/station_detail.cfm?station_id=25,NE CORNER OF 1ST STREET NE AND MASSACHUSETTS AVENUE NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294849,"625 1ST STREET NE, WASHINGTON, DC 20002",38.897094975609754,-77.00765980487805,3915.0
146,mstn_076,SILVER SPRING,http://www.wmata.com/rail/station_detail.cfm?station_id=31,COLESVILE RD BETWEEN EAST_WEST HWY AND WAYNE AVE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"8401 COLESVILLE ROAD, SILVER SPRING, MD 20910",38.994745300000005,-77.03105740551472,16716.0
148,mstn_035,TAKOMA ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=29,NE SIDE OF CEDAR STREET NW AND BLAIR ROAD NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294822,"327 CEDAR STREET NW, WASHINGTON, DC 20012",38.97484959713704,-77.01778482004073,471216.0
151,mstn_037,UNION STATION,http://www.wmata.com/rail/station_detail.cfm?station_id=25,NE CORNER OF MASSACHUSETTS AVE NE AND 1 ST NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294849,"701 1ST STREET NE, WASHINGTON, DC 20002",38.8974844,-77.0071998,31129.0
158,mstn_030,POTOMAC AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=61,NE CORNER OF 14TH STREET SE AND POTOMAC AVENUE SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294861,"700 14TH STREET SE, WASHINGTON , DC  20003",38.8812969,-76.9851996,4617.0
158,mstn_030,POTOMAC AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=61,NE CORNER OF 14TH STREET SE AND POTOMAC AVENUE SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294861,"700 14TH STREET SE, WASHINGTON , DC  20003",38.8812969,-76.9851996,7891.0
158,mstn_030,POTOMAC AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=61,NE CORNER OF 14TH STREET SE AND POTOMAC AVENUE SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294861,"700 14TH STREET SE, WASHINGTON , DC  20003",38.8812969,-76.9851996,6155.0
160,mstn_004,CAPITOL SOUTH,http://www.wmata.com/rail/station_detail.cfm?station_id=59,WEST SIDE OF 1ST STREET SE BETWEEN C STREET SE AND D STREET SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294860,"355 FIRST STREET SE, WASHINGTON, DC 20003",38.8716329,-77.005766,19863.0
160,mstn_004,CAPITOL SOUTH,http://www.wmata.com/rail/station_detail.cfm?station_id=59,WEST SIDE OF 1ST STREET SE BETWEEN C STREET SE AND D STREET SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294860,"355 FIRST STREET SE, WASHINGTON, DC 20003",38.8716329,-77.005766,1993.0
160,mstn_004,CAPITOL SOUTH,http://www.wmata.com/rail/station_detail.cfm?station_id=59,WEST SIDE OF 1ST STREET SE BETWEEN C STREET SE AND D STREET SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294860,"355 FIRST STREET SE, WASHINGTON, DC 20003",38.8716329,-77.005766,6238.0
161,mstn_071,PENTAGON CITY,http://www.wmata.com/rail/station_detail.cfm?station_id=44,SE CORNER OF S HAYES ST AND 12TH ST S,,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,,"1250 SOUTH HAYES STREET, ARLINGTON, VA 22202",38.8630421,-77.059427,29712.0
161,mstn_071,PENTAGON CITY,http://www.wmata.com/rail/station_detail.cfm?station_id=44,SE CORNER OF S HAYES ST AND 12TH ST S,,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,,"1250 SOUTH HAYES STREET, ARLINGTON, VA 22202",38.8630421,-77.059427,10664.0
164,mstn_050,CRYSTAL CITY,http://www.wmata.com/rail/station_detail.cfm?station_id=45,NW CORNER OF 18TH ST AND S BELL ST,,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,,"1750 SOUTH CLARK STREET, ARLINGTON, VA 22202",38.858046249307186,-77.0516035157549,12417.0
164,mstn_050,CRYSTAL CITY,http://www.wmata.com/rail/station_detail.cfm?station_id=45,NW CORNER OF 18TH ST AND S BELL ST,,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,,"1750 SOUTH CLARK STREET, ARLINGTON, VA 22202",38.858046249307186,-77.0516035157549,10466.0
170,mstn_042,BRADDOCK ROAD,http://www.wmata.com/rail/station_detail.cfm?station_id=47,NW CORNER OF MT VERNON AVE AND E BRADDOCK RD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,,"700 NORTH WEST STREET, ALEXANDRIA, VA 22301",38.814146,-77.0536699,18850.0
170,mstn_042,BRADDOCK ROAD,http://www.wmata.com/rail/station_detail.cfm?station_id=47,NW CORNER OF MT VERNON AVE AND E BRADDOCK RD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,,"700 NORTH WEST STREET, ALEXANDRIA, VA 22301",38.814146,-77.0536699,1320.0
171,mstn_052,E FALLS CHURCH,http://www.wmata.com/rail/station_detail.cfm?station_id=100,BY N SYCAMORE ST AND I 66 HWY,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"2001 NORTH SYCAMORE STREET, ARLINGTON, VA 22205",38.8859763,-77.1568243,12050.0
171,mstn_052,E FALLS CHURCH,http://www.wmata.com/rail/station_detail.cfm?station_id=100,BY N SYCAMORE ST AND I 66 HWY,,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,,"2001 NORTH SYCAMORE STREET, ARLINGTON, VA 22205",38.8859763,-77.1568243,5159.0
175,mstn_059,GREENSBORO,http://www.wmata.com/rail/station_detail.cfm?station_id=113,EAST BOUND VA-7 ELEESBURG PIKE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,,"8305 LEESBURG PIKE, VIENNA VA 22102",38.9211119,-77.2340047,23453.0
179,mstn_001,ANACOSTIA,http://www.wmata.com/rail/station_detail.cfm?station_id=85,NE CORNER OF HOWARD ROAD SE AND I - 295 SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294867,"1700 ANACOSTIA DRIVE SE, WASHINGTON, DC 20020",38.8777394,-76.9719771,8916.0
181,mstn_019,GALLERY PL | CHINATOWN,http://www.wmata.com/rail/station_detail.cfm?station_id=21,NE CORNER OF 7TH STREET NW AND F STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294833,"625 7TH STREET NW, WASHINGTON, DC 20001",38.89759886090131,-77.02180624992145,16570.0
181,mstn_019,GALLERY PL | CHINATOWN,http://www.wmata.com/rail/station_detail.cfm?station_id=21,NE CORNER OF 7TH STREET NW AND F STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294833,"625 7TH STREET NW, WASHINGTON, DC 20001",38.89759886090131,-77.02180624992145,23768.0
181,mstn_019,GALLERY PL | CHINATOWN,http://www.wmata.com/rail/station_detail.cfm?station_id=21,NE CORNER OF 7TH STREET NW AND F STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,294833,"625 7TH STREET NW, WASHINGTON, DC 20001",38.89759886090131,-77.02180624992145,3011.0
184,mstn_023,MCPHERSON SQUARE,http://www.wmata.com/rail/station_detail.cfm?station_id=36,SW CORNER OF VERMONT AVENUE NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294841,"820 VERMONT ST NW, WASHINGTON, DC 20005",38.9165067,-77.0256692,14993.0
184,mstn_023,MCPHERSON SQUARE,http://www.wmata.com/rail/station_detail.cfm?station_id=36,SW CORNER OF VERMONT AVENUE NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294841,"820 VERMONT ST NW, WASHINGTON, DC 20005",38.9165067,-77.0256692,2834.0
184,mstn_023,MCPHERSON SQUARE,http://www.wmata.com/rail/station_detail.cfm?station_id=36,SW CORNER OF VERMONT AVENUE NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294841,"820 VERMONT ST NW, WASHINGTON, DC 20005",38.9165067,-77.0256692,25039.0
187,mstn_024,METRO CENTER,http://www.wmata.com/rail/station_detail.cfm?station_id=1,SW CORNER OF 12TH ST NW AND F ST NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294812,"1200 F STREET NW, WASHINGTON, DC 20005",38.897184,-77.0284223,3958.0
187,mstn_024,METRO CENTER,http://www.wmata.com/rail/station_detail.cfm?station_id=1,SW CORNER OF 12TH ST NW AND F ST NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294812,"1200 F STREET NW, WASHINGTON, DC 20005",38.897184,-77.0284223,9422.0
187,mstn_024,METRO CENTER,http://www.wmata.com/rail/station_detail.cfm?station_id=1,SW CORNER OF 12TH ST NW AND F ST NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294812,"1200 F STREET NW, WASHINGTON, DC 20005",38.897184,-77.0284223,391.0
187,mstn_024,METRO CENTER,http://www.wmata.com/rail/station_detail.cfm?station_id=1,SW CORNER OF 12TH ST NW AND F ST NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294812,"1200 F STREET NW, WASHINGTON, DC 20005",38.897184,-77.0284223,3590.0
189,mstn_029,NOMA | GALLAUDET U | NEW YORK AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=108,EAST SIDE OF 2ND STREET NE AT INTERSECTION WITH N STREET NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294857,"200 FLORIDA AVENUE NE, WASHINGTON, DC  20002",38.9070253,-77.0031528,6440.0
190,mstn_031,RHODE ISLAND AVE | BRENTWOOD,http://www.wmata.com/rail/station_detail.cfm?station_id=26,SOUTH SIDE OF RHODE ISLAND AVENUE NE AT RHODE ISLAND PLACE SHOPPING CENTER,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294859,"919 RHODE ISLAND AVENUE NE, WASHINGTON, DC 20018",38.9208202,-76.9959733,11397.0
191,mstn_033,SMITHSONIAN,http://www.wmata.com/rail/station_detail.cfm?station_id=54,SW CORNER OF INDEPENDENCE AVENUE SW AND 12TH STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294876,"1200 INDEPENDENCE AVENUE SW, WASHINGTON, DC 20004",38.8875715,-77.0278309,42261.0
